sequenceLeft_1,sequenceLeft_2,sequenceLeft_3,sequenceLeft_4,sequenceLeft_5,sequenceLeft_6,sequenceLeft_7,sequenceLeft_8,sequenceRight_1,sequenceRight_2,sequenceRight_3,sequenceRight_4,sequenceRight_5,sequenceRight_6,sequenceRight_7,sequenceRight_8,diffSequence_1,diffSequence_2,diffSequence_3,diffSequence_4,diffSequence_5,diffSequence_6,diffSequence_7,diffSequence_8,flip,responseLeft,confidence,EV_left,EV_right,EV_diff,normative_choice,is_correct,complexity_diff,complexity_sd,complexity,pair_diff_std,pair_diff_max,pair_diff_min,pair_winner_balance,pair_diff_entropy
28,64,51,45,52,64,24,51,50,71,39,47,24,23,41,49,-22,-7,12,-2,28,41,-17,2,0,1,2,47.375,43.0,4.375,1,1,-4.375,14.765810735163399,10.390810735163399,20.266582716383144,41.0,-22.0,0,2.0794415416798357
44,42,21,65,38,57,32,63,31,49,19,50,20,35,30,60,13,-7,2,15,18,22,2,3,0,0,2,45.25,36.75,8.5,1,0,-8.5,15.28397853963424,6.783978539634241,9.287087810503355,22.0,-7.0,6,1.9061547465398496
51,39,58,66,29,25,47,61,39,53,71,79,50,36,50,62,12,-14,-13,-13,-21,-11,-3,-1,1,0,3,47.0,55.0,-8.0,0,1,-8.0,14.997777613144333,6.997777613144333,9.604686356149273,12.0,-21.0,-6,1.9061547465398496
25,63,52,49,41,39,24,61,63,26,59,61,47,49,37,71,-38,37,-7,-12,-6,-10,-13,-10,1,0,4,44.25,51.625,-7.375,0,1,-7.375,14.825512919738504,7.450512919738504,19.286896458476672,37.0,-38.0,-6,1.9061547465398496
49,25,49,67,63,55,46,73,71,31,68,47,42,36,57,42,-22,-6,-19,20,21,19,-11,31,0,1,4,53.375,49.25,4.125,1,1,-4.125,14.45784100986958,10.33284100986958,19.45788721829788,31.0,-22.0,0,2.0794415416798357
62,71,24,54,42,58,46,61,59,64,39,65,49,21,47,43,3,7,-15,-11,-7,37,-1,18,0,1,6,52.25,48.375,3.875,1,1,-3.875,14.29087704329817,10.41587704329817,15.917266568101446,37.0,-15.0,0,2.0794415416798357
26,66,40,57,23,44,48,56,36,40,61,56,79,66,39,48,-10,26,-21,1,-56,-22,9,8,1,0,4,45.0,53.125,-8.125,0,1,-8.125,15.15901821798936,7.03401821798936,23.59786801810706,26.0,-56.0,0,2.0794415416798357
50,55,67,45,21,44,68,42,40,35,70,44,20,41,48,28,10,20,-3,1,1,3,20,14,0,1,6,49.0,40.75,8.25,1,1,-8.25,15.0858653491715,6.835865349171501,8.452070752188483,20.0,-3.0,6,1.7328679513998633
60,62,57,20,48,47,68,53,57,56,53,60,22,26,55,52,3,6,4,-40,26,21,13,1,0,0,2,51.875,47.625,4.25,1,0,-4.25,14.424516167506855,10.174516167506855,18.719975961523026,26.0,-40.0,6,2.0794415416798357
23,47,49,23,51,67,43,52,52,39,54,56,16,65,54,46,-29,8,-5,-33,35,2,-11,6,1,1,6,44.375,47.75,-3.375,0,0,-3.375,14.498132063591273,11.123132063591273,20.35274858587901,35.0,-33.0,0,2.0794415416798357
66,47,28,53,59,78,47,54,72,38,27,39,48,66,36,41,-6,9,1,14,11,12,11,13,0,1,4,54.0,45.875,8.125,1,1,-8.125,15.19416006233974,7.069160062339741,6.527585694573454,14.0,-6.0,6,1.9061547465398496
38,25,19,52,57,51,21,33,68,41,53,36,50,26,58,26,-30,-16,-34,16,7,25,-37,7,1,0,2,37.0,44.75,-7.75,0,1,-7.75,15.072602075731096,7.322602075731096,22.856891739691992,25.0,-37.0,0,1.9061547465398496
33,24,51,62,43,44,45,15,26,49,49,46,31,69,53,64,7,-25,2,16,12,-25,-8,-49,1,0,6,39.625,48.375,-8.75,0,1,-8.75,15.033296378372908,6.283296378372908,21.081686365184357,16.0,-49.0,0,1.9061547465398496
30,51,46,14,46,55,39,58,43,35,60,44,17,52,59,57,-13,16,-14,-30,29,3,-20,1,1,0,5,42.375,45.875,-3.5,0,1,-3.5,14.18861045580809,10.68861045580809,18.282505298782223,29.0,-30.0,0,2.0794415416798357
40,74,47,35,62,34,58,65,63,48,44,29,61,24,55,60,-23,26,3,6,1,10,3,5,0,1,5,51.875,48.0,3.875,1,1,-3.875,14.539457807405796,10.664457807405796,12.574155041194617,26.0,-23.0,6,1.9061547465398496
23,23,47,49,67,51,52,43,52,39,54,56,16,65,54,46,-29,-16,-7,-7,51,-14,-2,-3,1,0,4,44.375,47.75,-3.375,0,1,-3.375,14.498132063591273,11.123132063591273,22.118643154587943,51.0,-29.0,-6,1.9061547465398496
39,60,44,59,34,28,71,58,38,50,68,57,32,20,49,43,1,10,-24,2,2,8,22,15,0,1,4,49.125,44.625,4.5,1,1,-4.5,14.646387495442918,10.146387495442918,12.727922061357855,22.0,-24.0,6,1.9061547465398496
58,80,71,35,42,44,46,49,70,48,39,50,34,66,27,59,-12,32,32,-15,8,-22,19,-10,0,0,2,53.125,49.125,4.0,1,0,-4.0,14.997221964972935,10.997221964972935,20.303940504246953,32.0,-22.0,0,1.9061547465398496
26,66,40,48,56,57,23,44,36,40,61,56,79,66,39,48,-10,26,-21,-8,-23,-9,-16,-4,1,0,4,45.0,53.125,-8.125,0,1,-8.125,15.15901821798936,7.03401821798936,14.295431962693538,26.0,-23.0,-6,2.0794415416798357
56,39,49,65,46,39,83,55,51,37,68,57,39,26,67,53,5,2,-19,8,7,13,16,2,0,1,4,54.0,49.75,4.25,1,1,-4.25,14.412378938491267,10.162378938491267,9.921567416492215,16.0,-19.0,6,1.9061547465398496
21,41,52,59,70,43,33,43,53,42,18,30,18,36,39,60,-32,-1,34,29,52,7,-6,-17,0,0,1,45.25,37.0,8.25,1,0,-8.25,15.213480864023197,6.963480864023197,26.352182072837916,52.0,-32.0,0,2.0794415416798357
40,74,47,35,62,34,58,65,63,29,44,48,55,61,60,24,-23,45,3,-13,7,-27,-2,41,0,1,5,51.875,48.0,3.875,1,1,-3.875,14.539457807405796,10.664457807405796,25.186491915310476,45.0,-27.0,0,2.0794415416798357
42,26,39,72,55,32,56,59,38,27,64,51,34,53,61,27,4,-1,-25,21,21,-21,-5,32,0,1,5,47.625,44.375,3.25,1,1,-3.25,14.696938456699069,11.446938456699069,19.13602623325961,32.0,-25.0,0,1.9061547465398496
66,34,40,25,63,48,64,49,55,49,33,14,58,46,59,48,11,-15,7,11,5,2,5,1,0,1,4,48.625,45.25,3.375,1,1,-3.375,14.680911642901018,11.305911642901018,7.744958037329835,11.0,-15.0,6,1.7328679513998633
58,33,17,40,54,57,57,44,35,20,31,44,64,22,28,49,23,13,-14,-4,-10,35,29,-5,0,1,1,45.0,36.625,8.375,1,1,-8.375,14.896168411149672,6.521168411149672,17.818091227738172,35.0,-14.0,0,2.0794415416798357
32,27,52,58,65,53,28,32,52,46,39,15,57,48,55,61,-20,-19,13,43,8,5,-27,-29,1,0,3,43.375,46.625,-3.25,0,1,-3.25,14.440683270999795,11.190683270999795,23.327826731180938,43.0,-29.0,0,2.0794415416798357
44,74,63,33,53,50,49,77,31,50,58,26,46,35,72,55,13,24,5,7,7,15,-23,22,0,1,2,55.375,46.625,8.75,1,1,-8.75,15.370968306084906,6.620968306084906,13.663363421939708,24.0,-23.0,6,1.9061547465398496
58,80,71,35,42,44,46,49,50,70,66,34,39,27,59,48,8,10,5,1,3,17,-13,1,0,1,1,53.125,49.125,4.0,1,1,-4.0,14.997221964972935,10.997221964972935,8.139410298049853,17.0,-13.0,6,1.9061547465398496
67,36,42,47,64,66,38,27,54,29,50,54,18,45,64,40,13,7,-8,-7,46,21,-26,-13,0,0,1,48.375,44.25,4.125,1,0,-4.125,14.795128702830988,10.670128702830988,21.203994317109217,46.0,-26.0,0,2.0794415416798357
36,77,44,32,41,63,44,55,39,33,62,36,62,64,57,72,-3,44,-18,-4,-21,-1,-13,-17,1,0,2,49.0,53.125,-4.125,0,1,-4.125,14.608074251362954,10.483074251362954,19.522022820394408,44.0,-21.0,-6,2.0794415416798357
51,56,52,57,61,32,64,22,50,51,58,60,32,36,18,52,1,5,-6,-3,29,-4,46,-30,0,0,2,49.375,44.625,4.75,1,0,-4.75,14.338758663147937,9.588758663147937,21.689571226743972,46.0,-30.0,0,2.0794415416798357
44,25,41,59,22,50,44,67,52,44,54,32,70,39,29,65,-8,-19,-13,27,-48,11,15,2,1,0,1,44.0,48.125,-4.125,0,1,-4.125,14.72172431023848,10.59672431023848,21.911398289474818,27.0,-48.0,0,2.0794415416798357
36,48,63,54,56,16,48,58,78,54,27,57,61,44,60,59,-42,-6,36,-3,-5,-28,-12,-1,1,0,3,47.375,55.0,-7.625,0,1,-7.625,14.918528747835692,7.293528747835692,21.195149798951647,36.0,-42.0,-6,2.0794415416798357
33,68,57,56,48,59,56,21,48,33,64,66,37,56,40,24,-15,35,-7,-10,11,3,16,-3,0,1,2,49.75,46.0,3.75,1,1,-3.75,14.863265679744362,11.113265679744362,15.335824073065002,35.0,-15.0,0,2.0794415416798357
43,40,82,52,54,68,53,38,40,25,65,36,44,65,35,55,3,15,17,16,10,3,18,-17,0,1,1,53.75,45.625,8.125,1,1,-8.125,14.889453762087221,6.764453762087221,11.027664077219617,18.0,-17.0,6,1.9061547465398496
53,69,41,31,72,39,58,60,69,55,56,44,34,42,23,35,-16,14,-15,-13,38,-3,35,25,0,1,3,52.875,44.75,8.125,1,1,-8.125,14.810891262851133,6.685891262851133,21.274618092929423,38.0,-16.0,0,2.0794415416798357
35,13,36,50,55,55,29,55,70,34,34,46,52,56,46,21,-35,-21,2,4,3,-1,-17,34,1,0,2,41.0,44.875,-3.875,0,1,-3.875,14.906234713479234,11.031234713479234,19.43217370753977,34.0,-35.0,0,2.0794415416798357
62,61,46,42,29,62,76,48,41,44,34,70,27,39,65,43,21,17,12,-28,2,23,11,5,0,1,5,53.25,45.375,7.875,1,1,-7.875,14.831132795575664,6.956132795575664,15.169356446467992,23.0,-28.0,6,2.0794415416798357
17,43,34,41,41,25,55,62,42,28,51,70,28,63,49,55,-25,15,-17,-29,13,-38,6,7,1,0,3,39.75,48.25,-8.5,0,1,-8.5,15.05988047761336,6.55988047761336,19.685019685029527,15.0,-38.0,0,2.0794415416798357
58,57,58,32,28,71,59,44,32,51,67,33,37,22,48,55,26,6,-9,-1,-9,49,11,-11,0,1,4,50.875,43.125,7.75,1,1,-7.75,14.796395957574713,7.046395957574713,19.48557158514987,49.0,-11.0,0,1.9061547465398496
68,42,50,38,40,67,24,39,46,16,47,29,26,63,45,33,22,26,3,9,14,4,-21,6,0,1,5,46.0,38.125,7.875,1,1,-7.875,15.035374953754895,7.160374953754895,13.429794302222206,26.0,-21.0,6,2.0794415416798357
32,53,45,42,73,46,36,24,68,26,43,41,47,59,66,64,-36,27,2,1,26,-13,-30,-40,1,0,2,43.875,51.75,-7.875,0,1,-7.875,14.909588637294233,7.034588637294233,24.695331036453023,27.0,-40.0,0,2.0794415416798357
64,52,38,78,58,51,51,27,61,25,48,35,59,70,45,42,3,27,-10,43,-1,-19,6,-15,0,0,1,52.375,48.125,4.25,1,0,-4.25,14.758048651498612,10.508048651498612,19.891895334532606,43.0,-19.0,0,2.0794415416798357
38,64,27,61,51,27,34,53,42,26,39,72,55,32,56,59,-4,38,-12,-11,-4,-5,-22,-6,1,0,3,44.375,47.625,-3.25,0,1,-3.25,14.696938456699069,11.446938456699069,16.588776326179094,38.0,-22.0,-6,1.9061547465398496
31,55,38,41,62,64,28,66,42,59,42,19,60,36,41,23,-11,-4,-4,22,2,28,-13,43,0,1,4,48.125,40.25,7.875,1,1,-7.875,15.11387331780529,7.2388733178052895,19.19269066598011,43.0,-13.0,0,1.9061547465398496
40,32,28,38,55,53,76,43,52,76,35,44,75,60,42,46,-12,-44,-7,-6,-20,-7,34,-3,1,1,1,45.625,53.75,-8.125,0,0,-8.125,15.395751578492902,7.270751578492902,20.158357447966836,34.0,-44.0,-6,1.9061547465398496
26,34,31,24,50,48,44,70,34,56,52,49,53,63,64,20,-8,-22,-21,-25,-3,-15,-20,50,1,1,5,40.875,48.875,-8.0,0,0,-8.0,15.187165634179408,7.187165634179408,23.010866998007703,50.0,-25.0,-6,2.0794415416798357
35,37,32,57,69,38,25,54,26,28,59,60,66,59,60,50,9,9,-27,-3,3,-21,-35,4,1,0,3,43.375,51.0,-7.625,0,1,-7.625,15.197450444071203,7.572450444071203,16.301361139487707,9.0,-35.0,0,1.9061547465398496
65,35,25,44,53,53,62,30,55,42,34,60,60,76,67,39,10,-7,-9,-16,-7,-23,-5,-9,1,0,5,45.875,54.125,-8.25,0,1,-8.25,14.841383583300672,6.591383583300672,8.842369591913696,10.0,-23.0,-6,1.7328679513998633
70,34,34,46,52,56,46,21,55,13,29,35,50,55,36,55,15,21,5,11,2,1,10,-34,0,1,2,44.875,41.0,3.875,1,1,-3.875,14.906234713479234,11.031234713479234,15.623999967997952,21.0,-34.0,6,2.0794415416798357
72,42,60,61,39,53,28,66,44,38,42,50,64,38,18,63,28,4,18,11,-25,15,10,3,0,1,6,52.625,44.625,8.0,1,1,-8.0,15.023869896490273,7.0238698964902735,14.543039572248986,28.0,-25.0,6,2.0794415416798357
41,60,46,46,26,31,42,71,54,65,29,45,61,77,40,53,-13,-5,17,1,-35,-46,2,18,1,0,1,45.375,53.0,-7.625,0,1,-7.625,14.855834992801089,7.230834992801089,21.470546686100008,18.0,-46.0,0,2.0794415416798357
39,58,30,39,42,18,37,67,48,42,34,61,65,27,47,68,-9,16,-4,-22,-23,-9,-10,-1,1,0,1,41.25,49.0,-7.75,0,1,-7.75,15.063753405664428,7.313753405664428,11.551515052147922,16.0,-23.0,-6,1.9061547465398496
19,49,66,35,52,59,54,45,61,24,33,41,66,34,34,49,-42,25,33,-6,-14,25,20,-4,0,0,2,47.375,42.75,4.625,1,0,-4.625,14.410499644356541,9.785499644356541,23.926645711423905,33.0,-42.0,0,1.9061547465398496
48,63,74,47,54,32,33,65,35,61,65,43,41,28,71,42,13,2,9,4,13,4,-38,23,0,1,1,52.0,48.25,3.75,1,1,-3.75,14.836329285462313,11.086329285462313,17.012862780849083,23.0,-38.0,6,1.7328679513998633
48,39,44,81,61,66,40,58,43,29,56,33,67,56,54,71,5,10,-12,48,-6,10,-14,-13,0,1,3,54.625,51.125,3.5,1,1,-3.5,14.440106186128503,10.940106186128503,19.28730152198591,48.0,-14.0,0,1.9061547465398496
32,27,28,65,52,32,53,58,52,46,39,15,57,48,55,61,-20,-19,-11,50,-5,-16,-2,-3,1,0,1,43.375,46.625,-3.25,0,1,-3.25,14.440683270999795,11.190683270999795,21.188145270410054,50.0,-20.0,-6,2.0794415416798357
40,25,36,65,65,35,55,44,43,40,82,52,54,68,53,38,-3,-15,-46,13,11,-33,2,6,1,0,2,45.625,53.75,-8.125,0,1,-8.125,14.889453762087221,6.764453762087221,20.127329057776144,13.0,-46.0,0,2.0794415416798357
60,57,58,67,30,46,48,24,35,44,54,49,28,42,32,74,25,13,4,18,2,4,16,-50,0,0,1,48.75,44.75,4.0,1,0,-4.0,14.502873278538061,10.502873278538061,21.742814905158898,25.0,-50.0,6,1.9061547465398496
65,51,49,33,73,44,30,54,73,58,37,59,71,41,59,36,-8,-7,12,-26,2,3,-29,18,1,0,2,49.875,54.25,-4.375,0,1,-4.375,14.308360027154288,9.933360027154288,15.643988462025916,18.0,-29.0,0,2.0794415416798357
49,50,36,52,34,69,58,22,58,64,39,58,53,21,65,44,-9,-14,-3,-6,-19,48,-7,-22,1,1,1,46.25,50.25,-4.0,0,0,-4.0,14.544185550704904,10.544185550704904,20.591260281974,48.0,-22.0,-6,2.0794415416798357
53,43,36,61,70,57,62,27,54,36,72,76,49,37,58,61,-1,7,-36,-15,21,20,4,-34,1,0,5,51.125,55.375,-4.25,0,1,-4.25,14.27118308573843,10.02118308573843,20.734934289743965,21.0,-36.0,0,2.0794415416798357
62,42,57,64,22,63,61,43,46,47,56,54,38,21,74,50,16,-5,1,10,-16,42,-13,-7,0,1,4,51.75,48.25,3.5,1,1,-3.5,14.637850479720944,11.137850479720944,17.755280904564703,42.0,-16.0,0,2.0794415416798357
54,29,40,45,50,54,18,64,67,36,42,47,64,66,38,27,-13,-7,-2,-2,-14,-12,-20,37,1,0,1,44.25,48.375,-4.125,0,1,-4.125,14.795128702830988,10.670128702830988,16.578883406309366,37.0,-20.0,-6,1.9061547465398496
49,57,55,13,30,50,44,55,23,54,64,46,43,34,67,52,26,3,-9,-33,-13,16,-23,3,1,0,2,44.125,47.875,-3.75,0,1,-3.75,14.615060725156088,10.865060725156088,18.38987493160299,26.0,-33.0,0,1.9061547465398496
45,60,73,43,41,40,77,52,34,48,72,42,60,30,64,51,11,12,1,1,-19,10,13,1,0,1,2,53.875,50.125,3.75,1,1,-3.75,14.27818849387648,10.52818849387648,9.908960591303208,13.0,-19.0,6,1.6674619334292948
27,45,46,47,42,35,65,75,28,69,64,56,48,52,66,32,-1,-24,-18,-9,-6,-17,-1,43,1,1,3,47.75,51.875,-4.125,0,0,-4.125,15.016518682215706,10.891518682215706,19.43217370753977,43.0,-24.0,-6,1.9061547465398496
44,45,51,13,57,48,46,66,31,26,45,54,15,33,40,59,13,19,6,-41,42,15,6,7,0,1,3,46.25,37.875,8.375,1,1,-8.375,15.101738310538956,6.7267383105389555,21.679123021930568,42.0,-41.0,6,1.9061547465398496
44,45,41,44,32,31,51,78,40,58,44,71,49,35,58,80,4,-13,-3,-27,-17,-4,-7,-2,1,0,5,45.75,54.375,-8.625,0,1,-8.625,15.229220816137202,6.604220816137202,9.259285879591364,4.0,-27.0,-6,2.0794415416798357
21,43,37,52,44,33,59,69,28,56,31,27,50,57,25,19,-7,-13,6,25,-6,-24,34,50,0,1,5,44.75,36.625,8.125,1,1,-8.125,15.247814050982303,7.122814050982303,24.028303623019248,50.0,-24.0,0,2.0794415416798357
61,40,40,12,46,28,54,49,78,37,44,33,54,35,62,50,-17,3,-4,-21,-8,-7,-8,-1,1,0,4,41.25,49.125,-7.875,0,1,-7.875,15.436833656334233,7.561833656334233,7.389815626928726,3.0,-21.0,-6,1.9061547465398496
84,43,43,56,52,49,33,45,41,47,51,58,88,63,47,47,43,-4,-8,-2,-36,-14,-14,-2,1,1,1,50.625,55.25,-4.625,0,0,-4.625,14.735303412779347,10.110303412779347,20.778218763888304,43.0,-36.0,-6,1.7328679513998633
34,29,61,28,50,68,40,55,26,35,37,21,54,22,51,57,8,-6,24,7,-4,46,-11,-2,0,0,1,45.625,37.875,7.75,1,0,-7.75,14.88399587924336,7.1339958792433595,17.68297203526602,46.0,-11.0,0,2.0794415416798357
69,55,34,23,56,35,44,42,53,69,41,31,72,39,58,60,16,-14,-7,-8,-16,-4,-14,-18,1,0,6,44.75,52.875,-8.125,0,1,-8.125,14.810891262851133,6.685891262851133,10.17886904326802,16.0,-18.0,-6,1.9061547465398496
43,48,67,14,55,43,37,42,35,58,74,28,56,46,38,52,8,-10,-7,-14,-1,-3,-1,-10,1,0,5,43.625,48.375,-4.75,0,1,-4.75,14.69240166435245,9.94240166435245,6.514407110397691,8.0,-14.0,-6,1.7328679513998633
29,32,30,72,48,38,41,55,43,40,54,16,65,52,44,61,-14,-8,-24,56,-17,-14,-3,-6,1,0,2,43.125,46.875,-3.75,0,1,-3.75,14.628738838327793,10.878738838327793,23.42407949098534,56.0,-24.0,-6,1.9061547465398496
35,38,73,28,53,49,29,46,51,71,64,60,32,33,64,40,-16,-33,9,-32,21,16,-35,6,1,0,2,43.875,51.875,-8.0,0,1,-8.0,15.107944929738128,7.107944929738128,22.06807649071391,21.0,-35.0,0,2.0794415416798357
60,44,26,69,31,49,43,61,33,26,56,28,48,59,50,21,27,18,-30,41,-17,-10,-7,40,0,1,5,47.875,40.125,7.75,1,1,-7.75,14.922019523732928,7.172019523732928,25.474251706379913,41.0,-30.0,0,2.0794415416798357
56,34,50,19,42,53,69,51,55,65,29,53,57,74,68,41,1,-31,21,-34,-15,-21,1,10,1,0,3,46.75,55.25,-8.5,0,1,-8.5,15.05988047761336,6.55988047761336,18.533752992850637,21.0,-34.0,0,1.9061547465398496
40,38,64,59,44,45,70,27,53,28,40,42,40,31,67,17,-13,10,24,17,4,14,3,10,0,1,3,48.375,39.75,8.625,1,1,-8.625,15.150220020404545,6.525220020404545,10.367467144871982,24.0,-13.0,6,1.9061547465398496
57,41,62,51,23,72,52,49,34,48,44,34,27,29,63,66,23,-7,18,17,-4,43,-11,-17,0,1,2,50.875,43.125,7.75,1,1,-7.75,14.823404916999783,7.073404916999783,19.3180614969515,43.0,-17.0,0,2.0794415416798357
54,65,29,45,61,77,40,53,41,60,46,26,42,71,31,46,13,5,-17,19,19,6,9,7,0,1,3,53.0,45.375,7.625,1,1,-7.625,14.855834992801089,7.230834992801089,10.64116417503273,19.0,-17.0,6,1.9061547465398496
37,65,40,47,48,20,28,57,60,77,56,42,44,48,27,55,-23,-12,-16,5,4,-28,1,2,1,0,2,42.75,51.125,-8.375,0,1,-8.375,14.861443402307867,6.4864434023078665,12.236599813673731,5.0,-28.0,0,2.0794415416798357
44,49,32,24,59,39,13,46,56,55,39,18,67,50,35,49,-12,-6,-7,6,-8,-11,-22,-3,1,0,5,38.25,46.125,-7.875,0,1,-7.875,14.985409570645709,7.110409570645709,7.473912964438374,6.0,-22.0,-6,2.0794415416798357
68,45,23,52,32,57,35,32,48,71,51,32,65,44,37,30,20,-26,-28,20,-33,13,-2,2,1,0,2,43.0,47.25,-4.25,0,1,-4.25,14.660036380127666,10.410036380127666,20.559365262575593,20.0,-33.0,0,1.9061547465398496
31,55,38,41,62,64,28,66,42,42,19,36,59,60,23,41,-11,13,19,5,3,4,5,25,0,1,2,48.125,40.25,7.875,1,1,-7.875,15.11387331780529,7.2388733178052895,10.337280832017674,25.0,-11.0,6,1.9061547465398496
64,57,45,37,33,71,31,44,46,35,54,57,83,46,59,37,18,22,-9,-20,-50,25,-28,7,1,1,1,47.75,52.125,-4.375,0,0,-4.375,14.667282184053958,10.292282184053958,25.233596156711393,25.0,-50.0,0,2.0794415416798357
57,52,36,60,27,42,32,17,27,61,45,76,37,46,50,44,30,-9,-9,-16,-10,-4,-18,-27,1,0,4,40.375,48.25,-7.875,0,1,-7.875,15.076333550745463,7.201333550745463,15.77527733512156,30.0,-27.0,-6,1.9061547465398496
19,63,51,37,67,52,57,43,38,58,20,28,64,36,50,36,-19,5,31,9,3,16,7,7,0,1,1,48.625,41.25,7.375,1,1,-7.375,15.189771777965154,7.814771777965154,13.018616477951872,31.0,-19.0,6,1.9061547465398496
26,35,54,21,37,57,22,51,34,29,61,28,50,68,40,55,-8,6,-7,-7,-13,-11,-18,-4,1,0,6,37.875,45.625,-7.75,0,1,-7.75,14.88399587924336,7.1339958792433595,6.590713163232034,6.0,-18.0,-6,1.9061547465398496
37,67,31,56,66,42,30,55,48,30,45,66,71,55,36,63,-11,37,-14,-10,-5,-13,-6,-8,1,0,6,48.0,51.75,-3.75,0,1,-3.75,14.412378938491267,10.662378938491267,15.682394587562195,37.0,-14.0,-6,2.0794415416798357
28,69,64,56,48,52,66,32,45,27,65,46,75,47,42,35,-17,42,-1,10,-27,5,24,-3,0,1,1,51.875,47.75,4.125,1,1,-4.125,15.016518682215706,10.891518682215706,20.484369040807675,42.0,-27.0,0,2.0794415416798357
60,41,37,77,39,46,31,52,46,40,72,47,35,41,18,50,14,1,-35,30,4,5,13,2,0,1,5,47.875,43.625,4.25,1,1,-4.25,14.676511847165866,10.426511847165866,17.289809137176732,30.0,-35.0,6,2.0794415416798357
49,27,53,76,41,32,42,38,28,52,23,16,53,48,49,26,21,-25,30,60,-12,-16,-7,12,0,1,5,44.75,36.875,7.875,1,1,-7.875,15.144718551363047,7.269718551363047,26.605626754504392,60.0,-25.0,0,2.0794415416798357
49,50,52,36,34,22,69,58,58,64,39,58,53,21,65,44,-9,-14,13,-22,-19,1,4,14,1,0,1,46.25,50.25,-4.0,0,1,-4.0,14.544185550704904,10.544185550704904,13.114877048604,14.0,-22.0,0,2.0794415416798357
49,25,49,67,63,55,46,73,31,71,47,42,57,36,42,68,18,-46,2,25,6,19,4,5,0,1,1,53.375,49.25,4.125,1,1,-4.125,14.45784100986958,10.33284100986958,20.52704009349619,25.0,-46.0,6,2.0794415416798357
55,48,31,58,60,57,21,37,40,52,46,26,63,42,17,50,15,-4,-15,32,-3,15,4,-13,0,0,2,45.875,42.0,3.875,1,0,-3.875,14.242980727361813,10.367980727361813,14.953573987512149,32.0,-15.0,0,1.9061547465398496
44,77,41,44,63,36,55,32,39,33,62,36,62,64,57,72,5,44,-21,8,1,-28,-2,-40,1,0,3,49.0,53.125,-4.125,0,1,-4.125,14.608074251362954,10.483074251362954,24.28702071065943,44.0,-40.0,0,2.0794415416798357
45,60,73,43,41,40,77,52,48,51,34,72,60,30,42,64,-3,9,39,-29,-19,10,35,-12,0,1,1,53.875,50.125,3.75,1,1,-3.75,14.27818849387648,10.52818849387648,22.829531313629722,39.0,-29.0,0,2.0794415416798357
65,39,33,20,38,47,30,56,44,52,40,28,42,53,49,81,21,-13,-7,-8,-4,-6,-19,-25,1,0,4,41.0,48.625,-7.625,0,1,-7.625,14.949777032896957,7.324777032896957,12.727308238586822,21.0,-25.0,-6,2.0794415416798357
50,28,44,58,35,36,53,75,31,59,37,54,59,61,77,61,19,-31,7,4,-24,-25,-24,14,1,0,1,47.375,54.875,-7.5,0,1,-7.5,14.827339613025663,7.3273396130256625,19.072231122760652,19.0,-31.0,0,1.9061547465398496
68,30,53,73,40,44,41,62,38,60,33,19,56,49,56,32,30,-30,20,54,-16,-5,-15,30,0,1,6,51.375,42.875,8.5,1,1,-8.5,15.014992507490637,6.514992507490637,27.258026340878022,54.0,-30.0,0,1.9061547465398496
33,52,29,55,64,73,51,50,74,43,22,54,48,53,45,39,-41,9,7,1,16,20,6,11,0,1,2,50.875,47.25,3.625,1,1,-3.625,14.27103710316808,10.64603710316808,17.747799159332406,20.0,-41.0,6,2.0794415416798357
63,32,46,61,25,60,32,36,35,45,55,65,38,74,35,40,28,-13,-9,-4,-13,-14,-3,-4,1,0,1,44.375,48.375,-4.0,0,1,-4.0,14.628169172296762,10.628169172296762,12.806248474865697,28.0,-14.0,-6,1.7328679513998633
78,50,39,46,49,35,66,37,61,38,27,60,46,21,51,35,17,12,12,-14,3,14,15,2,0,1,2,50.0,42.375,7.625,1,1,-7.625,14.869291621773154,7.244291621773154,9.629868898380705,17.0,-14.0,6,1.9061547465398496
39,58,39,18,42,37,67,30,48,42,34,61,65,27,47,68,-9,16,5,-43,-23,10,20,-38,1,0,3,41.25,49.0,-7.75,0,1,-7.75,15.063753405664428,7.313753405664428,22.92242351934018,20.0,-43.0,0,2.0794415416798357
38,20,64,28,36,36,58,50,19,63,51,37,67,52,57,43,19,-43,13,-9,-31,-16,1,7,1,1,1,41.25,48.625,-7.375,0,0,-7.375,15.189771777965154,7.814771777965154,20.285077643430405,19.0,-43.0,0,2.0794415416798357
36,44,31,53,23,58,68,56,47,68,36,41,74,43,60,32,-11,-24,-5,12,-51,15,8,24,1,1,2,46.125,50.125,-4.0,0,0,-4.0,14.961617559608987,10.961617559608987,22.9237867726953,24.0,-51.0,0,2.0794415416798357
44,54,20,46,40,20,48,61,60,50,40,38,62,67,25,60,-16,4,-20,8,-22,-47,23,1,1,0,1,41.625,50.25,-8.625,0,1,-8.625,14.901761640826228,6.276761640826228,20.50571566661354,23.0,-47.0,0,2.0794415416798357
52,41,68,29,70,74,52,56,47,35,60,76,58,30,49,53,5,6,8,-47,12,44,3,3,0,1,2,55.25,51.0,4.25,1,1,-4.25,14.591664287073858,10.341664287073858,23.15032397181517,44.0,-47.0,6,1.9061547465398496
