sequenceLeft_1,sequenceLeft_2,sequenceLeft_3,sequenceLeft_4,sequenceLeft_5,sequenceLeft_6,sequenceLeft_7,sequenceLeft_8,sequenceRight_1,sequenceRight_2,sequenceRight_3,sequenceRight_4,sequenceRight_5,sequenceRight_6,sequenceRight_7,sequenceRight_8,diffSequence_1,diffSequence_2,diffSequence_3,diffSequence_4,diffSequence_5,diffSequence_6,diffSequence_7,diffSequence_8,flip,responseLeft,confidence,EV_left,EV_right,EV_diff,normative_choice,is_correct,complexity_diff,complexity_sd,complexity,pair_diff_std,pair_diff_max,pair_diff_min,pair_winner_balance,pair_diff_entropy
29,62,71,31,53,62,45,52,25,67,40,40,56,41,23,53,4,-5,31,-9,-3,21,22,-1,0,1,5,50.625,43.125,7.5,1,1,-7.5,15.014992507490637,7.514992507490637,14.0,31.0,-9.0,0,2.0794415416798357
51,63,60,58,76,35,32,46,33,40,79,56,41,36,55,52,18,23,-19,2,35,-1,-23,-6,0,0,3,52.625,49.0,3.625,1,0,-3.625,14.460146380079744,10.835146380079744,19.052148828937906,35.0,-23.0,0,2.0794415416798357
53,41,36,70,33,55,48,73,42,70,55,30,35,32,55,26,11,-29,-19,40,-2,23,-7,47,0,1,6,51.125,43.125,8.0,1,1,-8.0,15.14320529698606,7.143205296986061,25.5,47.0,-29.0,0,2.0794415416798357
36,42,58,16,60,51,31,39,51,52,54,58,41,49,21,72,-15,-10,4,-42,19,2,10,-33,1,0,6,41.625,49.75,-8.125,0,1,-8.125,14.736434439850095,6.611434439850095,19.782805033664967,19.0,-42.0,0,2.0794415416798357
25,47,48,66,69,50,58,32,44,60,19,25,31,57,39,52,-19,-13,29,41,38,-7,19,-20,0,1,3,49.375,40.875,8.5,1,1,-8.5,15.318289721767245,6.818289721767245,24.310491562286437,41.0,-20.0,0,2.0794415416798357
57,13,34,47,48,62,46,53,44,61,53,66,16,54,51,44,13,-48,-19,-19,32,8,-5,9,1,0,3,45.0,48.625,-3.625,0,1,-3.625,14.887214872724403,11.262214872724403,23.14053532224352,32.0,-48.0,0,1.9061547465398496
49,50,56,73,71,56,30,38,39,42,53,69,43,47,72,26,10,8,3,4,28,9,-42,12,0,1,3,52.875,48.875,4.0,1,1,-4.0,14.714505315051086,10.714505315051086,18.82153022471871,28.0,-42.0,6,2.0794415416798357
42,70,30,55,32,35,26,55,53,41,36,70,33,55,48,73,-11,29,-6,-15,-1,-20,-22,-18,1,0,5,43.125,51.125,-8.0,0,1,-8.0,15.14320529698606,7.143205296986061,15.491933384829668,29.0,-22.0,-6,2.0794415416798357
49,50,56,73,71,56,30,38,69,53,39,42,72,43,26,47,-20,-3,17,31,-1,13,4,-9,0,1,3,52.875,48.875,4.0,1,1,-4.0,14.714505315051086,10.714505315051086,14.99166435056495,31.0,-20.0,0,2.0794415416798357
43,49,52,44,25,31,71,32,59,44,60,41,60,68,52,22,-16,5,-8,3,-35,-37,19,10,1,1,3,43.375,50.75,-7.375,0,0,-7.375,14.63543075325538,7.260430753255379,19.28041428496805,19.0,-37.0,0,2.0794415416798357
40,69,46,31,58,74,60,43,37,51,36,70,33,64,40,32,3,18,10,-39,25,10,20,11,0,1,4,52.625,45.375,7.25,1,1,-7.25,14.800900873482894,7.5509008734828935,18.63967542635869,25.0,-39.0,6,1.9061547465398496
49,24,64,47,67,49,56,74,48,44,56,17,49,35,49,68,1,-20,8,30,18,14,7,6,0,1,6,53.75,45.75,8.0,1,1,-8.0,15.273069981724914,7.273069981724914,13.5,30.0,-20.0,6,2.0794415416798357
42,61,56,52,46,58,80,31,37,46,42,32,40,52,79,63,5,15,14,20,6,6,1,-32,0,1,4,53.25,48.875,4.375,1,1,-4.375,14.685451984872648,10.310451984872648,14.957753006384348,20.0,-32.0,6,1.9061547465398496
43,61,22,72,43,35,42,49,27,55,72,58,61,64,38,57,16,6,-50,14,-18,-29,4,-8,1,0,6,45.875,54.0,-8.125,0,1,-8.125,15.030940312125075,6.905940312125075,21.51997618493106,16.0,-50.0,0,2.0794415416798357
66,35,66,52,62,38,32,64,46,71,63,34,57,37,30,47,20,-36,3,18,5,1,2,17,0,1,3,51.875,48.125,3.75,1,1,-3.75,14.27818849387648,10.52818849387648,16.716384178404134,20.0,-36.0,6,2.0794415416798357
63,41,75,46,40,30,49,59,40,50,23,68,61,41,33,50,23,-9,52,-22,-21,-11,16,9,0,1,5,50.375,45.75,4.625,1,1,-4.625,14.27570780498583,9.65070780498583,23.78517132584922,52.0,-22.0,0,2.0794415416798357
55,42,60,53,30,19,51,58,39,22,44,54,41,41,53,11,16,20,16,-1,-11,-22,-2,47,0,1,6,46.0,38.125,7.875,1,1,-7.875,14.75338944107421,6.87838944107421,20.108689042302085,47.0,-22.0,0,1.9061547465398496
56,33,53,59,64,47,25,68,34,31,43,57,61,27,65,56,22,2,10,2,3,20,-40,12,0,1,4,50.625,46.75,3.875,1,1,-3.875,14.531431450480024,10.656431450480024,18.113789636627672,22.0,-40.0,6,1.9061547465398496
27,41,41,43,15,58,53,55,36,63,26,64,69,53,43,49,-9,-22,15,-21,-54,5,10,6,1,0,2,41.625,50.375,-8.75,0,1,-8.75,14.975535605335345,6.225535605335345,21.492731329451825,15.0,-54.0,0,2.0794415416798357
61,66,25,39,45,30,58,55,39,74,41,65,46,38,67,67,22,-8,-16,-26,-1,-8,-9,-12,1,0,5,47.375,54.625,-7.25,0,1,-7.25,14.97108323847454,7.72108323847454,12.987975207860538,22.0,-26.0,-6,1.9061547465398496
21,46,56,20,38,59,50,39,70,54,22,41,45,63,54,42,-49,-8,34,-21,-7,-4,-4,-3,1,0,5,41.125,48.875,-7.75,0,1,-7.75,14.818906842274163,7.068906842274163,21.42282661088401,34.0,-49.0,-6,1.9061547465398496
30,64,49,61,44,18,47,46,50,55,74,60,55,63,28,37,-20,9,-25,1,-11,-45,19,9,1,0,5,44.875,52.75,-7.875,0,1,-7.875,14.896168411149672,7.021168411149672,19.996484065955194,19.0,-45.0,0,1.9061547465398496
63,28,55,54,39,57,75,40,79,36,62,59,45,69,45,43,-16,-8,-7,-5,-6,-12,30,-3,1,0,3,51.375,54.75,-3.375,0,1,-3.375,14.516513585109431,11.141513585109431,13.190313680879617,30.0,-16.0,-6,2.0794415416798357
43,37,44,52,63,21,58,67,55,49,47,61,70,35,29,71,-12,-12,-3,-9,-7,-14,29,-4,1,0,3,48.125,52.125,-4.0,0,1,-4.0,14.795832746644125,10.795832746644125,13.0,29.0,-14.0,-6,1.9061547465398496
40,56,41,55,52,33,79,36,51,63,60,58,76,35,32,46,-11,-7,-19,-3,-24,-2,47,-10,1,0,2,49.0,52.625,-3.625,0,1,-3.625,14.460146380079744,10.835146380079744,20.38343383731014,47.0,-24.0,-6,2.0794415416798357
42,62,25,22,40,64,38,33,49,66,37,25,55,26,61,39,-7,-4,-12,-3,-15,38,-23,-6,1,1,2,40.75,44.75,-4.0,0,0,-4.0,15.05323885414697,11.05323885414697,17.04406054905931,38.0,-23.0,-6,2.0794415416798357
32,27,61,38,36,66,41,24,55,67,49,33,35,41,74,41,-23,-40,12,5,1,25,-33,-17,1,0,4,40.625,49.375,-8.75,0,1,-8.75,15.26215362697327,6.512153626973269,21.47527648250425,25.0,-40.0,0,2.0794415416798357
54,33,57,68,24,48,39,34,61,42,38,52,74,44,37,73,-7,-9,19,16,-50,4,2,-39,1,0,6,44.625,52.625,-8.0,0,1,-8.0,14.939321715972694,6.939321715972694,23.119256043393783,19.0,-50.0,0,2.0794415416798357
47,71,62,51,26,47,38,65,34,55,70,25,53,57,49,34,13,16,-8,26,-27,-10,-11,31,0,1,3,50.875,47.125,3.75,1,1,-3.75,14.50057470125466,10.75057470125466,19.246752972904286,31.0,-27.0,0,2.0794415416798357
22,72,61,43,43,42,35,49,27,55,72,58,61,64,38,57,-5,17,-11,-15,-18,-22,-3,-8,1,0,6,45.875,54.0,-8.125,0,1,-8.125,15.030940312125075,6.905940312125075,11.252083140467812,17.0,-22.0,-6,2.0794415416798357
26,32,59,53,47,58,71,63,58,19,51,36,35,51,62,62,-32,13,8,17,12,7,9,1,0,1,4,51.125,46.75,4.375,1,1,-4.375,15.035374953754895,10.660374953754895,14.438988018555872,17.0,-32.0,6,2.0794415416798357
73,25,54,33,45,59,60,52,66,23,46,59,42,29,59,41,7,2,8,-26,3,30,1,11,0,1,3,50.125,45.625,4.5,1,1,-4.5,14.934858553063032,10.434858553063032,14.413535305399574,30.0,-26.0,6,2.0794415416798357
54,31,31,36,56,57,70,65,37,62,24,31,55,38,63,57,17,-31,7,5,1,19,7,8,0,1,4,50.0,45.875,4.125,1,1,-4.125,14.861443402307867,10.736443402307867,14.41732898285948,19.0,-31.0,6,1.9061547465398496
53,66,25,31,32,45,62,48,53,66,24,44,34,53,28,27,0,0,1,-13,-2,-8,34,21,0,1,5,45.25,41.125,4.125,1,1,-4.125,14.743218780171446,10.618218780171446,14.572555541153378,34.0,-13.0,0,1.9061547465398496
47,12,54,58,48,45,47,58,39,56,20,50,20,30,32,56,8,-44,34,8,28,15,15,2,0,1,4,46.125,37.875,8.25,1,1,-8.25,14.895189380020204,6.645189380020204,22.117583502724706,34.0,-44.0,6,1.7328679513998633
41,75,58,54,40,53,63,29,37,67,36,45,35,43,67,25,4,8,22,9,5,10,-4,4,0,1,5,51.625,44.375,7.25,1,1,-7.25,14.850364754218441,7.600364754218441,6.905613658466566,22.0,-4.0,6,1.9061547465398496
53,45,26,44,32,75,57,44,24,46,50,68,64,65,52,39,29,-1,-24,-24,-32,10,5,5,1,0,3,47.0,51.0,-4.0,0,1,-4.0,14.665151436881471,10.665151436881471,19.493588689617926,29.0,-32.0,0,1.7328679513998633
60,40,60,37,51,19,62,49,45,14,53,33,39,66,51,42,15,26,7,4,12,-47,11,7,0,1,4,47.25,42.875,4.375,1,1,-4.375,14.712664612503067,10.337664612503067,20.420195273307257,26.0,-47.0,6,1.9061547465398496
26,43,33,59,68,55,53,68,73,38,28,49,45,42,36,63,-47,5,5,10,23,13,17,5,0,1,2,50.625,46.75,3.875,1,1,-3.875,14.745479533289743,10.870479533289743,20.158357447966836,23.0,-47.0,6,1.6674619334292948
35,24,45,64,58,42,35,63,23,53,47,70,60,50,59,71,12,-29,-2,-6,-2,-8,-24,-8,1,0,6,45.75,54.125,-8.375,0,1,-8.375,15.084069963596253,6.709069963596253,12.103072956898178,12.0,-29.0,-6,1.7328679513998633
62,74,64,40,60,45,53,26,60,47,62,15,55,43,48,61,2,27,2,25,5,2,5,-35,0,1,4,53.0,48.875,4.125,1,1,-4.125,15.030940312125075,10.905940312125075,17.694896863220198,27.0,-35.0,6,1.4941751382893085
71,38,49,22,33,30,47,38,24,67,51,61,58,31,55,45,47,-29,-2,-39,-25,-1,-8,-7,1,0,4,41.0,49.0,-8.0,0,1,-8.0,14.997777613144333,6.997777613144333,24.5,47.0,-39.0,-6,2.0794415416798357
55,58,26,65,32,26,46,49,42,59,35,33,67,72,38,48,13,-1,-9,32,-35,-46,8,1,1,0,3,44.625,49.25,-4.625,0,1,-4.625,14.689990923527942,10.064990923527942,23.74309110036012,32.0,-46.0,0,2.0794415416798357
41,75,58,54,40,53,63,29,37,36,67,45,43,67,25,35,4,39,-9,9,-3,-14,38,-6,0,1,6,51.625,44.375,7.25,1,1,-7.25,14.850364754218441,7.600364754218441,19.246752972904286,39.0,-14.0,0,2.0794415416798357
68,42,26,62,49,34,47,61,61,41,56,58,32,18,41,52,7,1,-30,4,17,16,6,9,0,0,2,48.625,44.875,3.75,1,0,-3.75,14.285190466586949,10.535190466586949,13.763629608500803,17.0,-30.0,6,2.0794415416798357
70,42,30,46,32,44,20,47,70,30,45,35,32,34,56,57,0,12,-15,11,0,10,-36,-10,1,0,6,41.375,44.875,-3.5,0,1,-3.5,14.393864433616613,10.893864433616613,15.362291495737216,12.0,-36.0,0,1.9061547465398496
47,29,65,44,53,65,23,45,59,30,51,48,27,29,63,27,-12,-1,14,-4,26,36,-40,18,0,1,2,46.375,41.75,4.625,1,1,-4.625,14.807514983953249,10.182514983953249,22.588368134949455,36.0,-40.0,0,2.0794415416798357
37,59,19,51,35,63,46,61,60,66,36,48,69,25,40,53,-23,-7,-17,3,-34,38,6,8,1,0,3,46.375,49.625,-3.25,0,1,-3.25,14.89966442575134,11.64966442575134,20.891086616066673,38.0,-34.0,0,2.0794415416798357
52,22,30,66,29,52,41,44,80,49,64,45,45,47,39,33,-28,-27,-34,21,-16,5,2,11,1,0,3,42.0,50.25,-8.25,0,1,-8.25,14.903578988506977,6.653578988506977,19.272713872208033,21.0,-34.0,0,2.0794415416798357
55,48,20,58,59,35,54,69,59,62,29,59,37,46,63,76,-4,-14,-9,-1,22,-11,-9,-7,1,0,4,49.75,53.875,-4.125,0,1,-4.125,15.056421664304349,10.931421664304349,10.564533827860082,22.0,-14.0,-6,1.9061547465398496
52,58,61,55,33,70,24,54,61,50,47,49,25,53,17,44,-9,8,14,6,8,17,7,10,0,1,5,50.875,43.25,7.625,1,1,-7.625,14.937508716873328,7.312508716873328,7.192661190407901,17.0,-9.0,6,1.9061547465398496
52,52,41,49,47,75,21,38,60,66,43,51,75,30,36,46,-8,-14,-2,-2,-28,45,-15,-8,1,1,3,46.875,50.875,-4.0,0,0,-4.0,14.903578988506977,10.903578988506977,20.11839953873071,45.0,-28.0,-6,1.7328679513998633
46,71,63,57,30,47,34,37,66,35,66,52,62,38,32,64,-20,36,-3,5,-32,9,2,-27,1,1,2,48.125,51.875,-3.75,0,0,-3.75,14.27818849387648,10.52818849387648,20.783106120115924,36.0,-32.0,0,2.0794415416798357
36,56,41,46,68,23,63,53,47,36,56,47,77,31,65,58,-11,20,-15,-1,-9,-8,-2,-5,1,0,3,48.25,52.125,-3.875,0,1,-3.875,14.579523311823333,10.704523311823333,10.005467255455889,20.0,-15.0,-6,2.0794415416798357
61,66,58,25,55,39,45,30,39,74,41,65,46,38,67,67,22,-8,17,-40,9,1,-22,-37,1,0,4,47.375,54.625,-7.25,0,1,-7.25,14.97108323847454,7.72108323847454,22.224704722447946,22.0,-40.0,0,2.0794415416798357
54,28,62,51,42,32,64,28,41,54,18,33,49,34,14,53,13,-26,44,18,-7,-2,50,-25,0,1,2,45.125,37.0,8.125,1,1,-8.125,15.070805110101672,6.945805110101672,26.820875731414887,50.0,-26.0,0,2.0794415416798357
58,23,49,55,43,49,30,70,63,45,38,49,24,63,36,24,-5,-22,11,6,19,-14,-6,46,0,1,4,47.125,42.75,4.375,1,1,-4.375,14.865928606492544,10.490928606492544,20.068242947502902,46.0,-22.0,0,2.0794415416798357
51,71,39,72,34,40,36,43,58,37,77,57,52,38,65,34,-7,34,-38,15,-18,2,-29,9,1,0,2,48.25,52.25,-4.0,0,1,-4.0,14.803152817333656,10.803152817333656,22.34949663862701,34.0,-38.0,0,2.0794415416798357
69,48,68,53,42,64,36,29,58,61,37,74,54,50,33,74,11,-13,31,-21,-12,14,3,-45,1,0,4,51.125,55.125,-4.0,0,1,-4.0,14.719035294474974,10.719035294474974,22.18670773233379,31.0,-45.0,0,2.0794415416798357
38,21,52,56,31,36,65,29,68,30,65,57,54,48,32,37,-30,-9,-13,-1,-23,-12,33,-8,1,0,5,41.0,48.875,-7.875,0,1,-7.875,14.941971088179764,7.0669710881797645,17.609922629017994,33.0,-30.0,-6,2.0794415416798357
58,23,49,55,43,49,30,70,45,63,38,49,24,36,24,63,13,-40,11,6,19,13,6,7,0,1,2,47.125,42.75,4.375,1,1,-4.375,14.865928606492544,10.490928606492544,17.27670035047202,19.0,-40.0,6,1.7328679513998633
53,44,66,33,60,42,20,40,31,30,54,66,30,34,18,31,22,14,12,-33,30,8,2,9,0,1,4,44.75,36.75,8.0,1,1,-8.0,15.185519418182572,7.185519418182572,17.5,30.0,-33.0,6,2.0794415416798357
40,55,52,62,50,81,34,66,65,52,19,63,54,33,48,44,-25,3,33,-1,-4,48,-14,22,0,1,5,55.0,47.25,7.75,1,1,-7.75,15.121177202850312,7.371177202850312,23.03122879917613,48.0,-25.0,0,2.0794415416798357
54,75,40,34,58,48,25,44,66,43,44,53,77,64,31,63,-12,32,-4,-19,-19,-16,-6,-19,1,0,6,47.25,55.125,-7.875,0,1,-7.875,15.293653367764465,7.418653367764465,16.058000342508404,32.0,-19.0,-6,1.6674619334292948
33,62,58,39,77,40,59,59,79,42,36,36,63,39,45,50,-46,20,22,3,14,1,14,9,0,1,2,53.375,48.75,4.625,1,1,-4.625,14.612637224904567,9.987637224904567,20.346605982325407,22.0,-46.0,6,1.9061547465398496
54,31,31,36,56,57,70,65,62,63,37,24,57,55,38,31,-8,-32,-6,12,-1,2,32,34,0,1,4,50.0,45.875,4.125,1,1,-4.125,14.861443402307867,10.736443402307867,20.36195901675475,34.0,-32.0,0,2.0794415416798357
62,66,46,29,29,49,54,30,23,61,45,23,55,38,38,19,39,5,1,6,-26,11,16,11,0,1,6,45.625,37.75,7.875,1,1,-7.875,15.247814050982303,7.372814050982303,16.81098970911588,39.0,-26.0,6,1.9061547465398496
68,61,37,38,32,35,65,57,26,28,47,44,67,57,34,26,42,33,-10,-6,-35,-22,31,31,0,1,6,49.125,41.125,8.0,1,1,-8.0,15.222242497958922,7.222242497958922,27.631503759296198,42.0,-35.0,0,1.9061547465398496
53,54,28,39,26,34,50,68,75,40,37,53,63,27,46,45,-22,14,-9,-14,-37,7,4,23,1,1,4,44.0,48.25,-4.25,0,0,-4.25,14.577951387855109,10.327951387855109,18.62625834675338,23.0,-37.0,0,2.0794415416798357
38,33,46,59,28,50,32,71,29,43,26,56,26,43,15,55,9,-10,20,3,2,7,17,16,0,1,6,44.625,36.625,8.0,1,1,-8.0,14.943783545898498,6.943783545898498,9.192388155425117,20.0,-10.0,6,2.0794415416798357
49,31,47,61,73,76,52,49,71,36,50,49,34,54,22,57,-22,-5,-3,12,39,22,30,-8,0,1,4,54.75,46.625,8.125,1,1,-8.125,15.138114149391264,7.013114149391264,19.694145703736428,39.0,-22.0,0,2.0794415416798357
30,45,50,31,68,49,46,22,44,39,75,73,52,37,36,49,-14,6,-25,-42,16,12,10,-27,1,0,6,42.625,50.625,-8.0,0,1,-8.0,15.077024463290714,7.077024463290714,20.426698215815495,16.0,-42.0,0,2.0794415416798357
55,72,65,35,43,38,69,66,73,50,48,56,65,51,31,32,-18,22,17,-21,-22,-13,38,34,0,0,1,55.375,50.75,4.625,1,0,-4.625,14.373441944549445,9.748441944549445,24.030904581392686,38.0,-22.0,0,2.0794415416798357
47,13,48,46,17,37,54,35,37,28,54,60,29,41,69,42,10,-15,-6,-14,-12,-4,-15,-7,1,0,2,37.125,45.0,-7.875,0,1,-7.875,14.910706444252288,7.035706444252288,7.865073108369686,10.0,-15.0,-6,1.9061547465398496
24,67,51,61,58,31,55,45,38,71,49,22,33,38,30,47,-14,-4,2,39,25,-7,25,-2,0,1,3,49.0,41.0,8.0,1,1,-8.0,14.997777613144333,6.997777613144333,17.776388834631177,39.0,-14.0,0,1.9061547465398496
55,22,68,62,57,44,56,36,34,70,50,51,53,22,52,34,21,-48,18,11,4,22,4,2,0,1,3,50.0,45.75,4.25,1,1,-4.25,14.678215150351217,10.428215150351217,21.111312133545844,22.0,-48.0,6,1.9061547465398496
62,74,64,40,60,45,53,26,60,47,55,62,15,48,61,43,2,27,9,-22,45,-3,-8,-17,0,1,1,53.0,48.875,4.125,1,1,-4.125,15.030940312125075,10.905940312125075,21.062036345045083,45.0,-22.0,0,2.0794415416798357
62,26,41,50,51,47,54,77,38,63,45,19,60,63,49,42,24,-37,-4,31,-9,-16,5,35,0,1,1,51.0,47.375,3.625,1,1,-3.625,14.55664224102981,10.93164224102981,23.462403436135865,35.0,-37.0,0,2.0794415416798357
49,20,57,47,14,38,34,47,55,43,47,52,20,42,35,73,-6,-23,10,-5,-6,-4,-1,-26,1,0,2,38.25,45.875,-7.625,0,1,-7.625,15.189771777965154,7.564771777965154,10.919449390880477,10.0,-26.0,-6,1.9061547465398496
40,29,46,46,65,63,73,46,35,68,29,36,49,52,70,39,5,-39,17,10,16,11,3,7,0,0,2,51.0,47.25,3.75,1,0,-3.75,14.632725879570993,10.882725879570993,16.798437427332342,17.0,-39.0,6,2.0794415416798357
63,56,33,44,45,50,63,19,29,39,38,61,60,25,60,35,34,17,-5,-17,-15,25,3,-16,0,1,3,46.625,43.375,3.25,1,1,-3.25,14.51895313030523,11.26895313030523,18.673175948402566,34.0,-17.0,0,2.0794415416798357
57,46,13,24,37,43,27,48,50,54,40,65,33,28,61,28,7,-8,-27,-41,4,15,-34,20,1,0,5,36.875,44.875,-8.0,0,1,-8.0,14.714505315051086,6.7145053150510865,21.817424229271428,20.0,-41.0,0,2.0794415416798357
40,29,46,46,65,63,73,46,35,68,29,49,36,70,39,52,5,-39,17,-3,29,-7,34,-6,0,0,2,51.0,47.25,3.75,1,0,-3.75,14.632725879570993,10.882725879570993,21.833174299675253,34.0,-39.0,0,2.0794415416798357
28,38,29,62,38,64,47,63,15,31,66,39,37,49,25,42,13,7,-37,23,1,15,22,21,0,1,3,46.125,38.0,8.125,1,1,-8.125,15.373001225091562,7.248001225091562,18.502955844945422,23.0,-37.0,6,2.0794415416798357
50,61,83,39,43,35,54,61,54,34,34,51,57,76,32,54,-4,27,49,-12,-14,-41,22,7,0,1,5,53.25,49.0,4.25,1,1,-4.25,14.867750334196495,10.617750334196495,26.352182072837916,49.0,-41.0,0,2.0794415416798357
41,54,33,49,34,18,53,14,54,28,62,51,42,32,64,28,-13,26,-29,-2,-8,-14,-11,-14,1,0,6,37.0,45.125,-8.125,0,1,-8.125,15.070805110101672,6.945805110101672,14.743112798863068,26.0,-29.0,-6,1.9061547465398496
33,71,60,38,45,30,28,44,19,50,58,54,32,59,51,62,14,21,2,-16,13,-29,-23,-18,1,0,3,43.625,48.125,-4.5,0,1,-4.5,14.691834466805021,10.191834466805021,18.0208212909401,21.0,-29.0,0,2.0794415416798357
52,70,39,58,80,56,32,52,46,68,44,25,32,62,38,60,6,2,-5,33,48,-6,-6,-8,0,1,5,54.875,46.875,8.0,1,1,-8.0,15.392097539538485,7.392097539538485,19.62778642639052,48.0,-8.0,0,1.9061547465398496
67,59,45,51,45,16,52,48,28,53,52,76,48,70,43,46,39,6,-7,-25,-3,-54,9,2,1,0,4,47.875,52.0,-4.125,0,1,-4.125,14.667282184053958,10.542282184053958,25.260826886703452,39.0,-54.0,0,2.0794415416798357
50,46,86,59,48,37,61,52,44,43,71,51,24,64,46,35,6,3,15,8,24,-27,15,17,0,1,2,54.875,47.25,7.625,1,1,-7.625,14.861443402307867,7.2364434023078665,14.525301201696301,24.0,-27.0,6,1.9061547465398496
53,36,21,48,49,73,33,45,42,23,63,29,42,61,31,35,11,13,-42,19,7,12,2,10,0,1,2,44.75,40.75,4.0,1,1,-4.0,14.667424222859763,10.667424222859763,17.97220075561143,19.0,-42.0,6,2.0794415416798357
48,48,73,29,52,43,26,44,58,31,75,36,64,45,37,46,-10,17,-2,-7,-12,-2,-11,-2,1,0,3,45.375,49.0,-3.625,0,1,-3.625,14.533725147623601,10.908725147623601,8.73122986755016,17.0,-12.0,-6,1.6674619334292948
62,76,53,48,41,50,26,43,46,46,54,50,30,62,33,17,16,30,-1,-2,11,-12,-7,26,0,1,6,49.875,42.25,7.625,1,1,-7.625,14.744349200060793,7.1193492000607925,14.516692977396746,30.0,-12.0,0,2.0794415416798357
38,69,55,36,63,53,26,55,57,32,56,51,74,64,32,56,-19,37,-1,-15,-11,-11,-6,-1,1,0,3,49.375,52.75,-3.375,0,1,-3.375,14.210178277089513,10.835178277089513,16.37022831239687,37.0,-19.0,-6,1.7328679513998633
47,47,62,77,66,63,31,44,42,42,45,30,77,64,46,64,5,5,17,47,-11,-1,-15,-20,0,0,3,54.625,51.25,3.375,1,0,-3.375,14.75338944107421,11.37838944107421,20.012105711293852,47.0,-20.0,0,1.9061547465398496
55,67,49,33,35,41,74,41,32,27,41,61,24,38,66,36,23,40,8,-28,11,3,8,5,0,1,3,49.375,40.625,8.75,1,1,-8.75,15.26215362697327,6.512153626973269,17.970461874976948,40.0,-28.0,6,1.9061547465398496
47,36,56,47,77,31,65,58,36,56,23,63,41,53,68,46,11,-20,33,-16,36,-22,-3,12,0,1,3,52.125,48.25,3.875,1,1,-3.875,14.579523311823333,10.704523311823333,21.444332001720174,36.0,-22.0,0,2.0794415416798357
62,26,41,50,51,47,54,77,60,63,38,45,19,42,49,63,2,-37,3,5,32,5,5,14,0,1,4,51.0,47.375,3.625,1,1,-3.625,14.55664224102981,10.93164224102981,17.929985359726317,32.0,-37.0,6,1.6674619334292946
34,69,48,45,46,57,80,51,39,26,31,61,70,42,45,56,-5,43,17,-16,-24,15,35,-5,0,0,3,53.75,46.25,7.5,1,0,-7.5,14.868310820892422,7.368310820892422,22.416511771459895,43.0,-24.0,0,1.9061547465398496
30,49,64,44,47,61,18,46,50,55,74,60,55,63,28,37,-20,-6,-10,-16,-8,-2,-10,9,1,0,6,44.875,52.75,-7.875,0,1,-7.875,14.896168411149672,7.021168411149672,8.252840420122032,9.0,-20.0,-6,1.9061547465398496
31,52,27,44,60,42,74,47,50,78,53,33,50,60,73,46,-19,-26,-26,11,10,-18,1,1,1,0,6,47.125,55.375,-8.25,0,1,-8.25,15.013327412669051,6.763327412669051,14.64368464560747,11.0,-26.0,0,1.7328679513998633
63,39,55,28,54,75,57,40,79,36,62,59,45,69,45,43,-16,3,-7,-31,9,6,12,-3,1,0,4,51.375,54.75,-3.375,0,1,-3.375,14.516513585109431,11.141513585109431,13.480889251084292,12.0,-31.0,0,2.0794415416798357
42,59,35,33,67,72,38,48,55,58,26,32,65,49,26,46,-13,1,9,1,2,23,12,2,0,1,2,49.25,44.625,4.625,1,1,-4.625,14.689990923527942,10.064990923527942,9.758810122140916,23.0,-13.0,6,1.7328679513998633
59,27,65,40,55,61,71,65,50,78,47,31,51,39,67,44,9,-51,18,9,4,22,4,21,0,1,5,55.375,50.875,4.5,1,1,-4.5,14.58709475301142,10.08709475301142,22.02839077191069,22.0,-51.0,6,1.7328679513998633
63,56,57,76,51,23,51,58,43,69,45,34,52,27,70,57,20,-13,12,42,-1,-4,-19,1,0,1,6,54.375,49.625,4.75,1,1,-4.75,14.908610487455451,10.158610487455451,18.287632432876595,42.0,-19.0,0,2.0794415416798357
63,70,32,52,35,42,64,34,19,52,28,43,34,36,50,68,44,18,4,9,1,6,14,-34,0,1,4,49.0,41.25,7.75,1,1,-7.75,15.344380078712858,7.594380078712858,20.20365066021485,44.0,-34.0,6,2.0794415416798357
26,32,59,53,47,58,71,63,58,62,51,36,51,62,19,35,-32,-30,8,17,-4,-4,52,28,0,1,3,51.125,46.75,4.375,1,1,-4.375,15.035374953754895,10.660374953754895,26.560955837469404,52.0,-32.0,0,1.9061547465398496
72,52,39,66,24,41,41,46,50,48,19,62,23,25,48,42,22,4,20,4,1,16,-7,4,0,1,6,47.625,39.625,8.0,1,1,-8.0,15.491395461136912,7.4913954611369125,9.526279441628825,22.0,-7.0,6,1.6674619334292948
28,53,52,76,48,70,43,46,67,51,48,59,45,52,16,45,-39,2,4,17,3,18,27,1,0,1,4,52.0,47.875,4.125,1,1,-4.125,14.667282184053958,10.542282184053958,18.563657371326375,27.0,-39.0,6,2.0794415416798357
19,50,58,54,32,59,51,62,71,33,38,30,28,45,44,60,-52,17,20,24,4,14,7,2,0,1,2,48.125,43.625,4.5,1,1,-4.5,14.691834466805021,10.191834466805021,22.561028345356956,24.0,-52.0,6,2.0794415416798357
46,44,44,40,31,37,57,80,44,67,72,61,72,29,48,47,2,-23,-28,-21,-41,8,9,33,1,0,3,47.375,55.0,-7.625,0,1,-7.625,15.30236909762668,7.677369097626681,22.934349238642024,33.0,-41.0,0,2.0794415416798357
